geom_x_y;Type Mobilier;Libelle Mobilier;Geometry
48.8615287764, 2.35001055093;WCPC;Sanisette petit modèle type Champs Elysées;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.350004959334487, 48.861534408886385], [2.350000731700836, 48.861526810688126]], [[2.350000748328046, 48.8615268078086], [2.350000375328773, 48.861525899944986], [2.350000247788736, 48.86152496300741], [2.350000367623489, 48.86152402595222], [2.350000732932036, 48.861523116567156], [2.350001332000283, 48.86152226309066], [2.350002146843934, 48.86152149124397], [2.350003152118215, 48.8615208245009], [2.350004317298368, 48.86152028327832], [2.350005607769629, 48.86151988340731], [2.350006983600863, 48.861519637302294], [2.350008403088001, 48.86151955306143], [2.350009823162319, 48.8615196321283], [2.350011201435847, 48.86151987315881], [2.350012494973817, 48.86152026851393], [2.350013664792729, 48.86152080560819], [2.350014675451977, 48.86152146888818], [2.350015496416352, 48.86152223812369], [2.350016102465113, 48.861523089127154]], [[2.350016105326444, 48.86152308579951], [2.350020318514891, 48.86153068399882]], [[2.350020327919965, 48.86153068687544], [2.350020703770135, 48.86153154932542], [2.350020857467486, 48.86153244093671], [2.3500207846443, 48.861533337339544], [2.350020488019957, 48.86153421326405], [2.350019975765941, 48.861535044698726], [2.350019261642039, 48.86153580844081], [2.35001836499665, 48.86153648335526], [2.350017311993701, 48.86153705136373], [2.350016130024101, 48.86153749564675], [2.350014853295002, 48.86153780522938], [2.350013516422809, 48.86153797057547], [2.350012156478494, 48.86153798700462], [2.350010810806905, 48.86153785487234], [2.350009517298838, 48.86153757750177], [2.350008311256616, 48.861537162622604], [2.350007226211569, 48.86153662120229], [2.350006292288869, 48.86153596897469], [2.350005534980018, 48.861535223023125], [2.350004975279971, 48.86153440501773]]]}"
48.8668160749, 2.3527185751;WCG;Sanisette grand modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.352705113517889, 48.86680791132136], [2.352716760742548, 48.866828080602225]], [[2.352720392985077, 48.86680406953561], [2.352732039533489, 48.866824238815006]], [[2.35270510697505, 48.86680791132224], [2.352704717258109, 48.86680700688685], [2.352704572206403, 48.86680607130349], [2.352704674691231, 48.86680513289883], [2.352705023358673, 48.86680422116919], [2.352705606494452, 48.86680336282452], [2.352706406931842, 48.86680258430579], [2.352707399869968, 48.866801909357136], [2.352708555054621, 48.866801358576005], [2.352709837732019, 48.866800948153994], [2.352711209330859, 48.8668006914955], [2.352712627461117, 48.86680059535082], [2.352714049868125, 48.86680066341266], [2.352715431841639, 48.86680089289936], [2.35271673289595, 48.86680127770139], [2.352717912952401, 48.866801805684], [2.352718936020397, 48.866802460844994], [2.352719770878814, 48.86680322286511], [2.352720392985077, 48.86680406953561]], [[2.352716754199399, 48.866828079613924], [2.352717375624375, 48.86682892628453], [2.352718210483239, 48.866829688394546], [2.352719233551786, 48.86683034346565], [2.352720413608981, 48.86683087153815], [2.352721714664089, 48.8668312562502], [2.35272309732006, 48.86683148582665], [2.352724519046422, 48.86683155388846], [2.352725937177675, 48.866831458193246], [2.352727308913443, 48.86683120108489], [2.352728591455147, 48.86683079066268], [2.35272974732178, 48.86683023988125], [2.352730740396452, 48.86682956493238], [2.352731540015987, 48.86682878632366], [2.352732123151624, 48.866827928068794], [2.352732471818724, 48.86682701633905], [2.352732574984753, 48.866826078383895], [2.35273242925078, 48.86682514235102], [2.35273203953318, 48.86682423782582]]]}"
48.8600517269, 2.36068311171;WCH;Sanisette handicapée;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.360682912525127, 48.86006192754547], [2.360698309648848, 48.86005375880846]], [[2.360667969149327, 48.86004966453971], [2.360683366135416, 48.860041495804765]], [[2.360698316189652, 48.860053756379095], [2.3606998015808, 48.86005280473351], [2.360701014862514, 48.86005169792945], [2.360701920478748, 48.86005046942716], [2.360702489553279, 48.86004915601281], [2.360702706704233, 48.860047797797165], [2.360702563500523, 48.86004643479949], [2.360702066367709, 48.8600451091045], [2.360701228408278, 48.860043860007636], [2.360700075535173, 48.860042725003254], [2.360698643336812, 48.86004173915565], [2.360696973940664, 48.860040931412705], [2.360695117922079, 48.86004032622424], [2.360693130896177, 48.860039941744084], [2.360691073790642, 48.860039790279764], [2.360689007392875, 48.86003987568566], [2.360686994667991, 48.860040195610694], [2.360685096396814, 48.86004073997058], [2.360683368996159, 48.860041492926506]], [[2.360682916886852, 48.860061928443834], [2.360681189626471, 48.86006269147154], [2.360679287678809, 48.86006324491474], [2.360677268414571, 48.86006357248478], [2.360675194795101, 48.860063663647246], [2.360673127604702, 48.860063515511975], [2.360671131856331, 48.86006313292172], [2.360669266433177, 48.860062527734755], [2.360667588994557, 48.860061717654915], [2.360666149570854, 48.86006072749187], [2.360664993152354, 48.860059587721715], [2.360664153691701, 48.86005833286955], [2.360663658056065, 48.8600570009691], [2.36066351989348, 48.86005563230495], [2.36066374426643, 48.86005426878217], [2.360664324107148, 48.86005295149894], [2.360665241308124, 48.86005172110609], [2.360666469173464, 48.860050613849765], [2.360667969149327, 48.86004966453971]]]}"
48.8862609017, 2.39375994839;WCG;Sanisette grand modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.393746482408979, 48.886252764011054], [2.393758150848262, 48.88627292910911]], [[2.393761764680139, 48.88624891682419], [2.393773446214906, 48.88626908137463]], [[2.393746477366841, 48.88625276689123], [2.393746086749938, 48.886251862146146], [2.393745940050585, 48.88625092661519], [2.393746041800953, 48.88624998862322], [2.393746389169328, 48.88624907622893], [2.393746971142568, 48.88624821776487], [2.393747771113701, 48.88624743895849], [2.393748763200349, 48.88624676311373], [2.393749919063783, 48.88624621191708], [2.393751201903949, 48.886245801034086], [2.393752573145016, 48.88624554343339], [2.393753991750602, 48.886245446779085], [2.393755414906086, 48.8862455138801], [2.393756798291546, 48.88624574286992], [2.393758100035641, 48.886246126664965], [2.393759281126243, 48.88624665431346], [2.393760305134944, 48.886247308567356], [2.393761141631229, 48.88624807037714], [2.393761764680139, 48.88624891682419]], [[2.393758153711874, 48.88627292910768], [2.393758783297237, 48.88627376745806], [2.393759623467035, 48.886274521622234], [2.393760648149329, 48.88627516814205], [2.393761827050664, 48.88627568859741], [2.393763124426047, 48.886276067178784], [2.393764501399055, 48.88627629239471], [2.393765916507388, 48.88627635716149], [2.393767327749126, 48.88627625952146], [2.393768691901121, 48.88627600282335], [2.393769968062902, 48.8862755943715], [2.393771118203332, 48.88627504650477], [2.393772108114965, 48.886274376416246], [2.393772906728946, 48.886273603275754], [2.39377349157269, 48.88627275101515], [2.393773843992787, 48.886271844463536], [2.393773953657631, 48.88627091168342], [2.393773818007972, 48.88626998046352], [2.393773439666743, 48.88626907894984]]]}"
48.8755480691, 2.39776208127;WCG;Sanisette grand modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.397745358898612, 48.87555295649493], [2.397778038780626, 48.875553964526496]], [[2.397746122594432, 48.87554217380917], [2.397778803287369, 48.87554318184008]], [[2.397745356031457, 48.87555295307922], [2.397743951229998, 48.87555282109085], [2.39774260267794, 48.87555253098049], [2.397741349649626, 48.87555209127043], [2.397740231017078, 48.87555151596876], [2.397739280337728, 48.875550821064735], [2.397738525586904, 48.87555002875557], [2.397737989560473, 48.87554916223046], [2.397737688650479, 48.87554824782942], [2.397737632433401, 48.87554731279532], [2.397737821761385, 48.875546385185025], [2.397738250806042, 48.875545492879105], [2.397738907194661, 48.87554466349175], [2.397739771460625, 48.87554392086402], [2.397740816229562, 48.87554328848144], [2.39774201166654, 48.8755427844352], [2.39774332166203, 48.875542424121946], [2.39774470573848, 48.87554221853428], [2.397746122594432, 48.87554217380917]], [[2.39777804028029, 48.875553964525714], [2.397779457818212, 48.8755539197998], [2.397780841894832, 48.875553714211705], [2.397782151208662, 48.875553353898376], [2.397783346645464, 48.87555284985171], [2.397784392095152, 48.875552217018715], [2.397785255679559, 48.87555147493056], [2.39778591274903, 48.875550645452655], [2.397786341792858, 48.87554975314655], [2.397786531120053, 48.87554882562611], [2.39778647422028, 48.87554789050247], [2.397786173309401, 48.87554697610154], [2.39778563796384, 48.8755461095763], [2.397784882530682, 48.875545317267814], [2.397783931850826, 48.87554462236415], [2.397782813217953, 48.875544047062895], [2.397781560871164, 48.875543607352924], [2.39778021163747, 48.87554331724338], [2.397778806836192, 48.87554318525542]]]}"
48.8703590483, 2.37910023791;WCG;Sanisette grand modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.379096205164731, 48.87037081216407], [2.379116925611031, 48.87035411424632]], [[2.37908354915169, 48.870363982691096], [2.379104268917421, 48.87034728432625]], [[2.379096208031442, 48.87037081692916], [2.379095210328577, 48.87037148257678], [2.379094052482678, 48.87037202409356], [2.379092770741698, 48.87037242617859], [2.379091402718453, 48.870372675508776], [2.379089990257179, 48.87037276532431], [2.37908857493235, 48.870372692282594], [2.379087200641092, 48.87037245924523], [2.379085908148451, 48.870372072941805], [2.379084735633648, 48.87037154513882], [2.379083719370924, 48.870370891740116], [2.379082889775753, 48.870370132158804], [2.379082271540935, 48.870369289047524], [2.379081883500432, 48.87036838847829], [2.3790817379455, 48.87036745724493], [2.379081837762604, 48.870366523583535], [2.379082180930194, 48.87036561510253], [2.379082757111348, 48.870364759503275], [2.37908354915169, 48.870363982691096]], [[2.379116927792131, 48.8703541142455], [2.37911771983177, 48.8703533374331], [2.379118296148186, 48.87035248147391], [2.379118639179072, 48.87035157344245], [2.379118739812911, 48.87035063924117], [2.379118593575746, 48.87034970800809], [2.379118205398493, 48.87034880752898], [2.379117587163645, 48.8703479647776], [2.379116757704733, 48.87034720528642], [2.379115741441632, 48.87034655134843], [2.379114569608784, 48.87034602363542], [2.379113276298628, 48.870345637242686], [2.379111902144322, 48.870345404205565], [2.37911048736597, 48.87034533170348], [2.379109074360232, 48.87034542151946], [2.379107706337811, 48.87034567084984], [2.379106424597168, 48.870346072395435], [2.379105267434031, 48.870346614451655], [2.379104268913859, 48.87034728009967]]]}"
48.8736752055, 2.38973376753;WCH2;Sanisette handicapée;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.389737492363132, 48.87368519955373], [2.389749942976813, 48.87367569732914]], [[2.389718654245895, 48.8736744528211], [2.389731104188346, 48.87366495959161]], [[2.389737496722588, 48.873685196674046], [2.389736030986125, 48.873686159210024], [2.38973434489721, 48.873686948917104], [2.389732483420525, 48.8736875434727], [2.389730498615986, 48.87368792639614], [2.3897284455492, 48.87368808732049], [2.389726379837928, 48.87368802235331], [2.389724358877323, 48.87368773245743], [2.389722438298253, 48.87368722615033], [2.389720671828687, 48.87368651734608], [2.389719107748788, 48.87368562499718], [2.389717788210689, 48.873684574443715], [2.389716751007533, 48.87368339435515], [2.389716024121304, 48.87368211763198], [2.389715627492241, 48.87368077870723], [2.389715571657366, 48.8736794152556], [2.389715859109401, 48.87367806405615], [2.389716481845332, 48.87367676333167], [2.389717421770845, 48.87367554843191], [2.389718654245895, 48.8736744528211]], [[2.38973110063926, 48.87366495527673], [2.389732658224963, 48.87366395933558], [2.389734454452876, 48.87366315707801], [2.389736434680976, 48.87366257262958], [2.389738538125469, 48.87366222346413], [2.389740702087321, 48.87366212076149], [2.389742859768357, 48.87366226689045], [2.389744946681421, 48.873662658013785], [2.389746898467122, 48.873663282200795], [2.389748656483953, 48.87366412005415], [2.389750167946596, 48.873665146598356], [2.389751386197736, 48.873666330470236], [2.389752274390808, 48.873667635715854], [2.389752805900592, 48.87366902331904], [2.389752964458512, 48.87367045021208], [2.389752745111874, 48.87367187395161], [2.389752155175969, 48.873673250649745], [2.389751210966597, 48.87367453911227], [2.389749942979758, 48.87367570011689]], [[2.38972945660886, 48.87369252305802], [2.389730791958597, 48.87369150617609]], [[2.389731241207596, 48.87369116451572], [2.389731690456019, 48.8736908223158]], [[2.389732126617518, 48.87369048066145], [2.389733461421833, 48.87368946377971]], [[2.389733911351962, 48.87368912166939], [2.389734360600916, 48.873688780009005]], [[2.389734809849296, 48.87368843780907], [2.389736145199288, 48.873687421376694]], [[2.389736594447739, 48.873687079266695], [2.389737030608603, 48.87368673707273]], [[2.389737479857516, 48.873686395412356], [2.389738814661611, 48.87368537853058]], [[2.389739264592139, 48.87368503686985], [2.389739713840548, 48.87368469475982]], [[2.389740150010964, 48.87368436164853], [2.389741498438627, 48.873683336127435]], [[2.389741934599517, 48.87368299402339], [2.38974238385796, 48.87368266144565]], [[2.38974283310623, 48.87368231924567], [2.389744168582149, 48.87368129328085]], [[2.389744617840562, 48.87368096070308], [2.389745054001411, 48.87368061859905]], [[2.389745503250119, 48.8736802768487], [2.389746837917558, 48.873679259966885]], [[2.3897472878475, 48.87367891785652], [2.389747737096271, 48.87367857619607]], [[2.389748173393311, 48.873678234002035], [2.389749521829766, 48.87367721711386]], [[2.389749957309382, 48.87367687545975], [2.389750407239283, 48.87367653334936]], [[2.389750856487916, 48.87367619159899], [2.389752191836777, 48.87367517471681]], [[2.389752641085006, 48.87367483260671], [2.389753076564582, 48.87367449095259]], [[2.389753526640271, 48.873674157834856], [2.389754861298258, 48.87367313231992]], [[2.38975531122809, 48.87367279020951], [2.389755255812406, 48.873672340328866]], [[2.38975521472133, 48.87367190006384], [2.389755063470936, 48.87367055095451]], [[2.3897550079195, 48.87367010161348], [2.389754966954584, 48.87366965172619]], [[2.389754912084791, 48.873669202384825], [2.389754760162373, 48.87366786235848]], [[2.389754719061704, 48.8736674130108], [2.389754664327675, 48.87366696312983]], [[2.389754608845946, 48.87366645074975], [2.389753067136489, 48.87366557035132]], [[2.389752549185342, 48.87366527346981], [2.389752030553132, 48.87366497712818]], [[2.389751512611693, 48.87366468941923], [2.389749971038671, 48.87366380902072]], [[2.389749452951329, 48.87366351222917], [2.389748934319154, 48.87366321588752]], [[2.389748429456107, 48.873662919539534], [2.389746874795147, 48.873662038607435]], [[2.389746356026676, 48.87366174226583], [2.389745838085303, 48.87366145455688]], [[2.389745333222291, 48.87366115820886], [2.389743777880371, 48.87366027781658]], [[2.38974325992943, 48.873659981024964], [2.38974275493012, 48.873659684677]], [[2.389742236307054, 48.87365939687841], [2.389740681637288, 48.873658507403135]], [[2.389740176647606, 48.87365822013783], [2.389739658696708, 48.8736579233462]], [[2.38973914006465, 48.873657627004484], [2.389737805406756, 48.87365865251921]], [[2.389737355340603, 48.873658994629615], [2.389736906082911, 48.87365932774693]], [[2.389735135264188, 48.87366069536564], [2.389736469921719, 48.873659669401285]], [[2.389734686006464, 48.87366102848292], [2.389734236076123, 48.87366137014362]], [[2.389732452160179, 48.873662728685666], [2.389733786827888, 48.873661712253636]], [[2.389732002093953, 48.873663070796056], [2.389731566614427, 48.87366341254002]], [[2.389729782017171, 48.87366477153195], [2.389731116684516, 48.87366375465032]], [[2.38972933208676, 48.87366511319263], [2.389728882838555, 48.87366545539256]], [[2.389727098104349, 48.87366681393488], [2.389728446540925, 48.87366579704697]], [[2.389726662625137, 48.873667156038536], [2.389726212694685, 48.87366749769921]], [[2.389724428778871, 48.8736688567807], [2.38972576343684, 48.873667830816466]], [[2.389723978848386, 48.873669198441334], [2.389723543359633, 48.87366953155226]], [[2.389721758634729, 48.873670899177164], [2.389723093292809, 48.873669873212975]], [[2.38972130937673, 48.87367123220447], [2.389720859446299, 48.87367157395505]], [[2.389719074848458, 48.873672932946825], [2.389720423967002, 48.873671916058676]], [[2.389718639368661, 48.873673274600804], [2.389718190120307, 48.87367361680069]], [[2.389716405385518, 48.87367497534285], [2.38971774005341, 48.87367395846138]], [[2.389715955455397, 48.873675317453106], [2.38971551997556, 48.873675659107086]], [[2.389713735240718, 48.87367701773913], [2.389715070045523, 48.873676001307274]], [[2.389713286128529, 48.87367735984902], [2.389712836062133, 48.87367770204925]], [[2.389711052145017, 48.87367906059095], [2.389712400582254, 48.873678043703194]], [[2.389710615983474, 48.87367940224523], [2.389710166734914, 48.873679744355144]], [[2.389708831248838, 48.87368076132683], [2.389709716795211, 48.87368007747265]], [[2.389720167213891, 48.873687230521426], [2.389721722556806, 48.87368811145358]], [[2.389719662214441, 48.87368693417338], [2.389719144263842, 48.87368663783128]], [[2.389717084067617, 48.87368546972353], [2.389718625640727, 48.87368635012248]], [[2.389716565980245, 48.87368517293185], [2.389716047348042, 48.87368487659004]], [[2.389713987823914, 48.87368369930935], [2.389715529397009, 48.87368457979827]], [[2.389713469873381, 48.87368340296722], [2.389712951114005, 48.87368311525847]], [[2.389710891590119, 48.873681938067676], [2.389712432481845, 48.87368281891668]], [[2.389710372957983, 48.87368164172584], [2.389709854871166, 48.873681345383766]], [[2.389709350017189, 48.873681057578686], [2.389708831248838, 48.87368076132683]], [[2.389726360373872, 48.873690761726834], [2.389727915035368, 48.87369164265921]], [[2.389725841605224, 48.87369046538513], [2.389725337423677, 48.87369016903674]], [[2.38972326344844, 48.873688991852795], [2.389724818790894, 48.873689872245336]], [[2.389722759139715, 48.873688704137464], [2.389722240507437, 48.87368840779566]], [[2.389728938521815, 48.87369222671604], [2.389728419888989, 48.87369192992464]]]}"
48.870905596, 2.40896767098;WCG;Sanisette grand modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.408974197311138, 48.8709168636191], [2.408977424094389, 48.870895386955674]], [[2.408957919115991, 48.87091580361899], [2.408961145906206, 48.870894326956005]], [[2.408974197315941, 48.870916866946416], [2.408973923546453, 48.87091778500621], [2.408973414422586, 48.870918657890506], [2.4089726836753, 48.87091945969161], [2.408971754444, 48.8709201661146], [2.408970654098836, 48.87092075618923], [2.408969415330993, 48.87092121208938], [2.408968076562184, 48.87092151949241], [2.408966676632174, 48.870921670370464], [2.408965259155704, 48.8709216593005], [2.408963865301671, 48.870921486346504], [2.408962537747317, 48.870921157686745], [2.408961315766551, 48.8709206827389], [2.408960237685645, 48.87092007550752], [2.408959333795113, 48.8709193549483], [2.408958632615497, 48.87091854154669], [2.408958154223262, 48.87091766118924], [2.408957914059068, 48.87091673913574], [2.408957919115991, 48.87091580361899]], [[2.408977421916771, 48.87089538938506], [2.408977426428562, 48.87089445422837], [2.408977186127931, 48.870893532264915], [2.408976708552752, 48.870892651367456], [2.408976007237686, 48.870891838505614], [2.40897510348311, 48.87089111749681], [2.408974024585407, 48.87089051071571], [2.408972803422555, 48.870890035317835], [2.408971475187382, 48.870889706658595], [2.408970082016474, 48.87088953415392], [2.408968663859318, 48.870889523084394], [2.408967264611033, 48.870889673422454], [2.408965925025918, 48.87088998136555], [2.408964686939751, 48.870890436815564], [2.40896358673135, 48.87089102680013], [2.408962656682532, 48.870891733223566], [2.408961926753518, 48.87089253511402], [2.408961416811648, 48.870893407908845], [2.408961143723654, 48.87089432596818]]]}"
48.8633195762, 2.38721216932;WCP;Sanisette petit modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.387213209731053, 48.863311117704654], [2.387200191367487, 48.86332266115928]], [[2.387211123909349, 48.863328032405654], [2.387210334096391, 48.86332861781808], [2.387209402295631, 48.86332910392303], [2.387208356706168, 48.86332947587019], [2.387207228392918, 48.86332972231508], [2.387206053058692, 48.86332983559825], [2.38720486586572, 48.863329812646846], [2.387203702525224, 48.86332965416461], [2.387202598343418, 48.863329364722375], [2.387201587540815, 48.86332895356769], [2.387200699569883, 48.86332843237821], [2.387199963478526, 48.86332781714827], [2.387199399594907, 48.86332712729328], [2.387199026067568, 48.863326383398636], [2.387198853822974, 48.863325607851415], [2.387198888473088, 48.86332482421015], [2.387199128679133, 48.86332405657592], [2.387199567376753, 48.86332332806309], [2.387200191367487, 48.86332266115928]], [[2.387224146499059, 48.8633164909263], [2.387211128272834, 48.86332803429221]], [[2.387213215458527, 48.8633111205798], [2.387214005271173, 48.86331053516735], [2.38721493720793, 48.86331004915221], [2.387215982660545, 48.86330967711513], [2.387217110973297, 48.86330943067015], [2.387218286306563, 48.86330931693724], [2.387219473498961, 48.863309339798576], [2.387220636839122, 48.863309498370576], [2.387221741021045, 48.86330978826227], [2.387222751959816, 48.86331019950665], [2.387223639112766, 48.86331072060639], [2.387224375885207, 48.86331133538623], [2.387224939769446, 48.86331202569075], [2.387225313297067, 48.86331276958533], [2.387225485542027, 48.86331354513248], [2.38722545089243, 48.86331432886368], [2.387225210686748, 48.86331509640804], [2.387224771989034, 48.863315824381395], [2.387224147999259, 48.86331649182491]]]}"
48.8649507337, 2.39470031534;WCP;Sanisette petit modèle;"{""type"": ""MultiLineString"", ""coordinates"": [[[2.39471065121732, 48.86494568666208], [2.394688911881452, 48.8649468127909]], [[2.394689977648139, 48.86495577818273], [2.394688791247447, 48.864955769787], [2.394687624862265, 48.86495562514134], [2.394686514892116, 48.86495534971308], [2.394685493786517, 48.86495495139941], [2.394684592773128, 48.86495444232489], [2.394683839266523, 48.864953837583435], [2.394683255642807, 48.86495315640826], [2.394682860325471, 48.86495241821439], [2.394682664790758, 48.86495164610735], [2.39468267547187, 48.864950863375064], [2.394682891714823, 48.864950093848584], [2.394683307003623, 48.864949360552586], [2.394683908551672, 48.864948685975314], [2.394684677981523, 48.864948090539485], [2.394685593096093, 48.86494759197191], [2.394686624880823, 48.86494720602452], [2.394687742270566, 48.86494694323438], [2.394688911881452, 48.8649468127909]], [[2.394711724893643, 48.86495465213968], [2.39468997192337, 48.86495577818562]], [[2.394710654081992, 48.86494568863903], [2.39471184048307, 48.86494569757413], [2.394713006185947, 48.8649458416803], [2.394714116837655, 48.86494611719789], [2.394715137943197, 48.86494651542137], [2.394716039093164, 48.864947024585526], [2.394716792599951, 48.86494762923682], [2.394717375406239, 48.864948310412245], [2.394717770724056, 48.86494904860601], [2.394717966259304, 48.864949820713], [2.394717955578747, 48.864950603445266], [2.394717739336336, 48.86495137297181], [2.394717324729547, 48.864952106267594], [2.394716723181908, 48.86495278084506], [2.39471595307085, 48.86495337628145], [2.394715038638102, 48.864953874938834], [2.394714006853349, 48.86495426079655], [2.394712888782061, 48.86495452358728], [2.394711719171057, 48.86495465403104]]]}"
